model_id,model_label,revision,step,tokens_seen,lang,subject,layer,best_alpha,roi,mean_pearson,std_pearson,n_voxels,model_dir,n_params,n_params_b,log10_n_params
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,10,21544.35,aSTS,0.406046238442471,0.030661291108026,40,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,10,21544.35,pSTS,0.4277956061186574,0.0461789229708692,53,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,11,21544.35,AG_TPJ,0.4480748913521656,0.05065035171485,56,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,11,21544.35,BA44,0.4591922391742676,0.0442895179110324,37,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,11,21544.35,BA45,0.5012448298180713,0.0591543159367206,50,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,11,21544.35,BA47,0.4349240960249773,0.0344171961490432,68,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,11,21544.35,TP,0.4379781295862838,0.04916397110133,32,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,11,21544.35,aSTS,0.4097288344499349,0.0324160590480605,40,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,11,21544.35,pSTS,0.4272402302520936,0.0481858926039199,53,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,12,24307.854444444445,AG_TPJ,0.4502739030723864,0.0457623718975011,56,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,12,24307.854444444445,BA44,0.456457572334689,0.0441741708003578,37,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,12,24307.854444444445,BA45,0.5008246125360396,0.059848355024015,50,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,12,24307.854444444445,BA47,0.4294907378351437,0.0348300004961618,68,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,12,24307.854444444445,TP,0.4334467130907424,0.0493996233611258,32,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,12,24307.854444444445,aSTS,0.4069668304446194,0.0347581700364502,40,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,12,24307.854444444445,pSTS,0.4209108123944725,0.0495189892035902,53,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,13,21544.35,AG_TPJ,0.4384398614061718,0.0528225610110262,56,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,13,21544.35,BA44,0.4475528955715029,0.0449154466112824,37,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,13,21544.35,BA45,0.4953720747957523,0.0578520979037018,50,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,13,21544.35,BA47,0.4293505586255933,0.0331286799710436,68,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,13,21544.35,TP,0.4355524848330375,0.0485065493902846,32,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,13,21544.35,aSTS,0.4037447370766802,0.0360258433688581,40,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,13,21544.35,pSTS,0.413587819822887,0.050611935227662,53,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,14,21544.35,AG_TPJ,0.4410457182603063,0.0522131653494521,56,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,14,21544.35,BA44,0.4521503705453915,0.0445260662624683,37,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
EleutherAI/pythia-1.4b-deduped,Pythia-1.4B-deduped,step143000,143000,299892736000,en,average_en_precomputed,14,21544.35,BA45,0.4964108229584515,0.0565937873080173,50,EleutherAI_pythia-1.4b-deduped,1400000000.0,1.4,9.146128035678238
